date,raw_value,calibrated_chl,sensor,initial_chl
2011-01-18,42.71372527677982,36.22662631013395,MODIS-Terra,42.71372527677982
2011-01-20,49.10362749323601,37.421315628811705,MODIS-Terra,49.10362749323601
2011-01-22,55.17327765459201,38.42004919201493,MODIS-Terra,55.17327765459201
2011-01-25,31.321987394521575,33.56838321593602,MODIS-Terra,31.321987394521575
2011-01-27,46.87601539682623,37.023463798309095,MODIS-Terra,46.87601539682623
2011-02-01,43.21284741199817,36.326182243852166,MODIS-Terra,43.21284741199817
2011-02-02,40.29838878889928,35.72780879605102,MODIS-Terra,40.29838878889928
2011-02-06,42.383123979287866,36.160041344084085,MODIS-Terra,42.383123979287866
2011-02-07,26.68028458259234,32.19388261064046,MODIS-Terra,26.68028458259234
2011-02-09,40.58303421112675,35.788125852279904,MODIS-Terra,40.58303421112675
2011-02-10,41.347013642986816,35.947946898895175,MODIS-Terra,41.347013642986816
2011-02-21,42.1803874334997,36.11895166106737,MODIS-Terra,42.1803874334997
2011-02-26,34.71771840677368,34.45043537715337,MODIS-Terra,34.71771840677368
2011-03-09,31.52021070920548,33.622444671113136,MODIS-Terra,31.52021070920548
2011-03-21,35.66598589680588,34.681358778304826,MODIS-Terra,35.66598589680588
2011-03-22,37.7812528435617,35.17509245409937,MODIS-Terra,37.7812528435617
2011-03-28,38.42335584845298,35.31950890498485,MODIS-Terra,38.42335584845298
2011-03-31,38.999496551109,35.447050055855165,MODIS-Terra,38.999496551109
2011-04-01,39.68884375657251,35.59719878786493,MODIS-Terra,39.68884375657251
2011-04-02,41.031813195802734,35.88236918601721,MODIS-Terra,41.031813195802734
2011-04-03,30.01753215964598,33.20384990768375,MODIS-Terra,30.01753215964598
2011-04-05,35.42312916254248,34.62280813695379,MODIS-Terra,35.42312916254248
2011-04-12,38.459826649350575,35.327639024040025,MODIS-Terra,38.459826649350575
2011-04-19,37.593660868109154,35.13243732605909,MODIS-Terra,37.593660868109154
2011-04-21,40.929739380043834,35.86102462032437,MODIS-Terra,40.929739380043834
2011-04-27,43.31827281139547,36.34706347342925,MODIS-Terra,43.31827281139547
2011-04-28,39.8159915879271,35.624608136150265,MODIS-Terra,39.8159915879271
2011-04-30,33.6488965853618,34.18246946878429,MODIS-Terra,33.6488965853618
2011-05-01,37.622290825083745,35.13896102162114,MODIS-Terra,37.622290825083745
2011-05-03,36.05067103498082,34.77329199606035,MODIS-Terra,36.05067103498082
2011-05-04,41.79188571138216,36.03965716167966,MODIS-Terra,41.79188571138216
2011-05-08,40.286594237924945,35.72530031849036,MODIS-Terra,40.286594237924945
2011-05-10,39.01504855275047,35.4504666519732,MODIS-Terra,39.01504855275047
2011-05-12,38.15826881865125,35.260182427549026,MODIS-Terra,38.15826881865125
2011-05-18,50.72641711261269,37.699941947902815,MODIS-Terra,50.72641711261269
2011-05-19,35.05336222073972,34.53288515172881,MODIS-Terra,35.05336222073972
2011-05-20,47.87374117638811,37.20394503913912,MODIS-Terra,47.87374117638811
2011-05-22,22.618010532846675,30.778394873967617,MODIS-Terra,22.618010532846675
2011-05-23,45.24444983330788,36.719881286997186,MODIS-Terra,45.24444983330788
2011-05-27,44.63700920145733,36.60405069886446,MODIS-Terra,44.63700920145733
2011-05-29,45.587505607314846,36.78461209959591,MODIS-Terra,45.587505607314846
2011-05-30,41.689309517220906,36.01859800061314,MODIS-Terra,41.689309517220906
2011-06-07,49.52640421687819,37.49478181251314,MODIS-Terra,49.52640421687819
2011-06-08,43.18262257305896,36.32018632197105,MODIS-Terra,43.18262257305896
2011-06-09,48.322823651381405,37.283956577991084,MODIS-Terra,48.322823651381405
2011-06-10,44.156746282062514,36.511349832842235,MODIS-Terra,44.156746282062514
2011-06-13,37.97900829225439,35.21982987114991,MODIS-Terra,37.97900829225439
2011-06-14,53.38444284635798,38.13760557870505,MODIS-Terra,53.38444284635798
2011-06-15,44.38006845363004,36.554580485710545,MODIS-Terra,44.38006845363004
2011-06-16,48.10710485680918,37.24561589995306,MODIS-Terra,48.10710485680918
2011-06-17,47.7954747455225,37.189923801948794,MODIS-Terra,47.7954747455225
2011-06-19,47.95551289482845,37.21856977553228,MODIS-Terra,47.95551289482845
2011-06-20,40.70910631395851,35.814705774768555,MODIS-Terra,40.70910631395851
2011-06-21,55.164126384328824,38.418627709424534,MODIS-Terra,55.164126384328824
2011-06-22,49.01367138836341,37.40560230340443,MODIS-Terra,49.01367138836341
2011-06-23,51.61975769934677,37.84954463845791,MODIS-Terra,51.61975769934677
2011-06-24,51.27550951303813,37.792204226826726,MODIS-Terra,51.27550951303813
2011-06-26,55.00734170147059,38.39423737737593,MODIS-Terra,55.00734170147059
2011-06-30,69.59405493711749,40.40987890648759,MODIS-Terra,69.59405493711749
2011-07-01,52.46459618469931,37.9886617977424,MODIS-Terra,52.46459618469931
2011-07-02,57.94356182720805,38.83987277709316,MODIS-Terra,57.94356182720805
2011-07-03,45.949113017715675,36.85231817491061,MODIS-Terra,45.949113017715675
2011-07-04,66.34641852384479,40.00035034888953,MODIS-Terra,66.34641852384479
2011-07-05,59.96293352904339,39.133437542659,MODIS-Terra,59.96293352904339
2011-07-06,59.37437995114408,39.04891039910629,MODIS-Terra,59.37437995114408
2011-07-07,70.01189497778401,40.46117571529166,MODIS-Terra,70.01189497778401
2011-07-08,49.81724904176568,37.544958891910355,MODIS-Terra,49.81724904176568
2011-07-09,80.3413787558803,41.640500236188814,MODIS-Terra,80.3413787558803
2011-07-10,73.1917384995265,40.8418083575951,MODIS-Terra,73.1917384995265
2011-07-13,60.389444272739105,39.19417548051456,MODIS-Terra,60.389444272739105
2011-07-14,82.01734804992543,41.817425059820806,MODIS-Terra,82.01734804992543
2011-07-15,84.17629902762489,42.0400817345087,MODIS-Terra,84.17629902762489
2011-07-20,134.46324158654454,46.053818835343286,MODIS-Terra,134.46324158654454
2011-07-21,120.75076656140776,45.13206977739927,MODIS-Terra,120.75076656140776
2011-07-22,101.35507379379222,43.631570232252514,MODIS-Terra,101.35507379379222
2011-07-23,102.2235361877472,43.70468488668329,MODIS-Terra,102.2235361877472
2011-07-24,66.58538635157335,40.03116050697109,MODIS-Terra,66.58538635157335
2011-07-26,72.25288783384164,40.731174566448,MODIS-Terra,72.25288783384164
2011-07-27,108.50863222060129,44.2160049441503,MODIS-Terra,108.50863222060129
2011-07-28,70.69687248407847,40.54460941583945,MODIS-Terra,70.69687248407847
2011-07-29,72.88037956323058,40.80527600922198,MODIS-Terra,72.88037956323058
2011-07-30,69.46093178903635,40.39347111726483,MODIS-Terra,69.46093178903635
2011-07-31,58.57138016658927,38.93222333046691,MODIS-Terra,58.57138016658927
2011-08-01,62.700842289712085,39.51604876537791,MODIS-Terra,62.700842289712085
2011-08-02,63.58187515597042,39.63562315201071,MODIS-Terra,63.58187515597042
2011-08-03,88.92910559676477,42.51076808223445,MODIS-Terra,88.92910559676477
2011-08-04,65.18208129837497,39.848626732692026,MODIS-Terra,65.18208129837497
2011-08-05,113.37605848289444,44.59203680629366,MODIS-Terra,113.37605848289444
2011-08-06,89.15486446555279,42.53249525153578,MODIS-Terra,89.15486446555279
2011-08-07,72.374207296986,40.745551419796975,MODIS-Terra,72.374207296986
2011-08-08,61.68177822851405,39.37562700103057,MODIS-Terra,61.68177822851405
2011-08-09,52.10552114555983,37.92980965867207,MODIS-Terra,52.10552114555983
2011-08-10,97.37672445728748,43.28842615918842,MODIS-Terra,97.37672445728748
2011-08-11,86.61813079370704,42.28513164806078,MODIS-Terra,86.61813079370704
2011-08-12,68.87124314152037,40.32041020059185,MODIS-Terra,68.87124314152037
2011-08-13,85.82615926199546,42.20641860005991,MODIS-Terra,85.82615926199546
2011-08-14,74.35688690361572,40.97715205252658,MODIS-Terra,74.35688690361572
2011-08-15,92.2129051214287,42.821501496918025,MODIS-Terra,92.2129051214287
2011-08-16,74.00310422403355,40.93628215809252,MODIS-Terra,74.00310422403355
2011-08-17,82.8050097905454,41.89932995498632,MODIS-Terra,82.8050097905454
2011-08-18,77.61460637332702,41.344604388258595,MODIS-Terra,77.61460637332702
2011-08-19,76.21551093121298,41.18872062906919,MODIS-Terra,76.21551093121298
2011-08-20,64.51819196499747,39.76089806836726,MODIS-Terra,64.51819196499747
2011-08-21,74.6273895890043,41.00827025815584,MODIS-Terra,74.6273895890043
2011-08-22,73.06934363778909,40.82746610293399,MODIS-Terra,73.06934363778909
2011-08-23,112.65513507403294,44.537372335713876,MODIS-Terra,112.65513507403294
2011-08-25,94.86623545062216,43.06459760301681,MODIS-Terra,94.86623545062216
