date,raw_value,calibrated_chl,sensor,initial_chl
2011-01-06,76.10435519830169,40.47867800902958,MODIS-Aqua,76.10435519830169
2011-01-20,50.66954706072416,35.81480771629914,MODIS-Aqua,50.66954706072416
2011-01-22,51.27908277054127,35.95190831848447,MODIS-Aqua,51.27908277054127
2011-01-25,42.59455031843163,33.824441208169006,MODIS-Aqua,42.59455031843163
2011-01-27,59.03702739194134,37.56716536448566,MODIS-Aqua,59.03702739194134
2011-01-30,61.83013631404339,38.097162220528574,MODIS-Aqua,61.83013631404339
2011-02-01,36.97619842245258,32.202648991148095,MODIS-Aqua,36.97619842245258
2011-02-02,44.33476499664836,34.28354514808683,MODIS-Aqua,44.33476499664836
2011-02-09,49.320919264013526,35.50551031110696,MODIS-Aqua,49.320919264013526
2011-02-10,54.91647999126957,36.737633568573216,MODIS-Aqua,54.91647999126957
2011-02-21,111.31604466890316,44.83857381786375,MODIS-Aqua,111.31604466890316
2011-04-12,88.30020111972756,42.18284852438775,MODIS-Aqua,88.30020111972756
2011-04-19,124.38584578564448,46.11139692745489,MODIS-Aqua,124.38584578564448
2011-04-22,79.00001691628201,40.906822810060646,MODIS-Aqua,79.00001691628201
2011-05-01,69.58960139544135,39.45264200643807,MODIS-Aqua,69.58960139544135
2011-05-04,76.28712159215438,40.50617925055194,MODIS-Aqua,76.28712159215438
2011-05-10,53.31414578833365,36.39812472346243,MODIS-Aqua,53.31414578833365
2011-05-19,59.483658836875286,37.653577277809845,MODIS-Aqua,59.483658836875286
2011-05-20,81.65332746176308,41.28557419644113,MODIS-Aqua,81.65332746176308
2011-05-24,86.06519697097556,41.888908828030196,MODIS-Aqua,86.06519697097556
2011-06-09,56.18295041932424,36.99904131958314,MODIS-Aqua,56.18295041932424
2011-06-14,97.05052929615324,43.26620010666167,MODIS-Aqua,97.05052929615324
2011-06-16,77.18715757947979,40.64065552782323,MODIS-Aqua,77.18715757947979
2011-06-17,86.2565536268046,41.914372444240726,MODIS-Aqua,86.2565536268046
2011-06-20,74.56140941912014,40.24384037595729,MODIS-Aqua,74.56140941912014
2011-06-25,76.61681788194898,40.55562312384606,MODIS-Aqua,76.61681788194898
2011-07-01,103.9664131443255,44.05542885442088,MODIS-Aqua,103.9664131443255
2011-07-02,91.08526584596038,42.53888899174795,MODIS-Aqua,91.08526584596038
2011-07-03,113.16768295057068,45.02771999235287,MODIS-Aqua,113.16768295057068
2011-07-04,55.66269183636186,36.89237685809938,MODIS-Aqua,55.66269183636186
2011-07-05,101.71294481226066,43.8041855154666,MODIS-Aqua,101.71294481226066
2011-07-06,115.72168590745312,45.28359638888361,MODIS-Aqua,115.72168590745312
2011-07-08,97.48484543207272,43.31739475065061,MODIS-Aqua,97.48484543207272
2011-07-09,105.60888185557582,44.235143031044856,MODIS-Aqua,105.60888185557582
2011-07-10,128.92150257362348,46.52203124606956,MODIS-Aqua,128.92150257362348
2011-07-15,90.88835790345544,42.51407644244934,MODIS-Aqua,90.88835790345544
2011-07-20,42.56569394776609,33.81667120398134,MODIS-Aqua,42.56569394776609
2011-07-22,67.11506637318386,39.037521557035134,MODIS-Aqua,67.11506637318386
2011-07-23,125.8083445358313,46.24177236504619,MODIS-Aqua,125.8083445358313
2011-07-24,108.99701583629128,44.59719543582432,MODIS-Aqua,108.99701583629128
2011-07-27,76.66786273028228,40.56325918868286,MODIS-Aqua,76.66786273028228
2011-07-28,108.69441952865026,44.56532125824401,MODIS-Aqua,108.69441952865026
2011-07-29,55.11799081085348,36.77962749882353,MODIS-Aqua,55.11799081085348
2011-07-30,126.49028653654774,46.303752144948135,MODIS-Aqua,126.49028653654774
2011-07-31,84.70736591450968,41.706580889977005,MODIS-Aqua,84.70736591450968
2011-08-01,124.25063081988024,46.09892664216282,MODIS-Aqua,124.25063081988024
2011-08-02,139.36670060107966,47.41523615420871,MODIS-Aqua,139.36670060107966
2011-08-03,101.65049578012548,43.7971439491882,MODIS-Aqua,101.65049578012548
2011-08-04,123.28180671552256,46.009177261268306,MODIS-Aqua,123.28180671552256
2011-08-05,66.11517680899847,38.86542436044074,MODIS-Aqua,66.11517680899847
2011-08-06,107.56534113063908,44.4456006944954,MODIS-Aqua,107.56534113063908
2011-08-07,74.08436167059834,40.17024895137884,MODIS-Aqua,74.08436167059834
2011-08-08,150.6773407017918,48.309900135413855,MODIS-Aqua,150.6773407017918
2011-08-09,110.28643914030076,44.732033057019464,MODIS-Aqua,110.28643914030076
2011-08-10,100.50939360824424,43.66770929138751,MODIS-Aqua,100.50939360824424
2011-08-11,133.93596739622313,46.95952653799604,MODIS-Aqua,133.93596739622313
2011-08-12,89.98077728752098,42.39901208370411,MODIS-Aqua,89.98077728752098
2011-08-13,135.40825742755973,47.08487137670882,MODIS-Aqua,135.40825742755973
2011-08-14,76.01888550967017,40.46579453383602,MODIS-Aqua,76.01888550967017
2011-08-16,105.9011651674416,44.26683065832441,MODIS-Aqua,105.9011651674416
2011-08-17,106.30423656321352,44.31038610716806,MODIS-Aqua,106.30423656321352
2011-08-18,130.1825108765671,46.63363110912117,MODIS-Aqua,130.1825108765671
2011-08-19,132.314069381749,46.819839642786064,MODIS-Aqua,132.314069381749
2011-08-20,112.65513507403294,44.975674420049074,MODIS-Aqua,112.65513507403294
