datetime,chlorophyll_ugL,sensor,method
2011-01-18,16.01077449987146,MODIS-Terra,Green Red Ratio
2011-01-20,20.40867406267081,MODIS-Terra,Green Red Ratio
2011-01-22,25.398632444163724,MODIS-Terra,Green Red Ratio
2011-01-25,9.970328109590916,MODIS-Terra,Green Red Ratio
2011-01-27,18.78234263119713,MODIS-Terra,Green Red Ratio
2011-02-01,16.325608554974593,MODIS-Terra,Green Red Ratio
2011-02-02,14.551186048095662,MODIS-Terra,Green Red Ratio
2011-02-06,15.804773445782699,MODIS-Terra,Green Red Ratio
2011-02-07,8.057287105423246,MODIS-Terra,Green Red Ratio
2011-02-09,14.717804909797685,MODIS-Terra,Green Red Ratio
2011-02-10,15.172048136143497,MODIS-Terra,Green Red Ratio
2011-02-21,15.679436813234153,MODIS-Terra,Green Red Ratio
2011-02-26,11.557113996640705,MODIS-Terra,Green Red Ratio
2011-03-09,10.058423046699941,MODIS-Terra,Green Red Ratio
2011-03-21,12.03075154334444,MODIS-Terra,Green Red Ratio
2011-03-22,13.137985626929169,MODIS-Terra,Green Red Ratio
2011-03-28,13.488384175481494,MODIS-Terra,Green Red Ratio
2011-03-31,13.808610711695367,MODIS-Terra,Green Red Ratio
2011-04-01,14.19911256690737,MODIS-Terra,Green Red Ratio
2011-04-02,14.970745665908876,MODIS-Terra,Green Red Ratio
2011-04-03,9.404055978621942,MODIS-Terra,Green Red Ratio
2011-04-05,11.908136198960824,MODIS-Terra,Green Red Ratio
2011-04-12,13.5084908897692,MODIS-Terra,Green Red Ratio
2011-04-19,13.03689231080195,MODIS-Terra,Green Red Ratio
2011-04-21,14.922668696941622,MODIS-Terra,Green Red Ratio
2011-04-27,16.392701607768487,MODIS-Terra,Green Red Ratio
2011-04-28,14.272024584017622,MODIS-Terra,Green Red Ratio
2011-04-30,11.03955344190246,MODIS-Terra,Green Red Ratio
2011-05-01,13.052283918060377,MODIS-Terra,Green Red Ratio
2011-05-03,12.226846892945616,MODIS-Terra,Green Red Ratio
2011-05-04,15.441344277983733,MODIS-Terra,Green Red Ratio
2011-05-08,14.544312512062547,MODIS-Terra,Green Red Ratio
2011-05-10,13.817331855270359,MODIS-Terra,Green Red Ratio
2011-05-12,13.342901466076661,MODIS-Terra,Green Red Ratio
2011-05-18,19.420592995992095,MODIS-Terra,Green Red Ratio
2011-05-19,11.723187962317533,MODIS-Terra,Green Red Ratio
2011-05-20,19.49791941150999,MODIS-Terra,Green Red Ratio
2011-05-22,5.986639741693305,MODIS-Terra,Green Red Ratio
2011-05-23,17.6557080791525,MODIS-Terra,Green Red Ratio
2011-05-27,17.249706477492246,MODIS-Terra,Green Red Ratio
2011-05-29,17.888191408965508,MODIS-Terra,Green Red Ratio
2011-05-30,15.378936111904256,MODIS-Terra,Green Red Ratio
2011-06-07,20.729215092639443,MODIS-Terra,Green Red Ratio
2011-06-08,16.306411683861008,MODIS-Terra,Green Red Ratio
2011-06-09,19.82676208697841,MODIS-Terra,Green Red Ratio
2011-06-10,16.93376247924065,MODIS-Terra,Green Red Ratio
2011-06-13,13.245178706751448,MODIS-Terra,Green Red Ratio
2011-06-14,23.838654925160505,MODIS-Terra,Green Red Ratio
2011-06-15,17.080125032037664,MODIS-Terra,Green Red Ratio
2011-06-16,19.668272356528078,MODIS-Terra,Green Red Ratio
2011-06-17,19.441040839626798,MODIS-Terra,Green Red Ratio
2011-06-19,19.5574820752808,MODIS-Terra,Green Red Ratio
2011-06-20,14.792054817097398,MODIS-Terra,Green Red Ratio
2011-06-21,25.390452849094103,MODIS-Terra,Green Red Ratio
2011-06-22,20.34096844277146,MODIS-Terra,Green Red Ratio
2011-06-23,22.374330420398287,MODIS-Terra,Green Red Ratio
2011-06-24,22.097052738965797,MODIS-Terra,Green Red Ratio
2011-06-26,25.25063750481223,MODIS-Terra,Green Red Ratio
2011-06-30,41.1756859904391,MODIS-Terra,Green Red Ratio
2011-07-01,23.066321482794912,MODIS-Terra,Green Red Ratio
