date,satellite_value,calibrated_chlorophyll_ugL,sensor
2011-01-20,24.228166715766324,17.89425520374789,MODIS-Aqua
2011-01-27,35.272712626322495,17.00382245410765,MODIS-Aqua
2011-01-28,36.48805215298841,16.92351065524781,MODIS-Aqua
2011-01-30,56.27239795825382,15.896389626050222,MODIS-Aqua
2011-02-01,35.370010879490614,16.997291689351187,MODIS-Aqua
2011-02-07,32.18551751279363,17.220970243981355,MODIS-Aqua
2011-02-09,41.30537310667347,16.629507764595473,MODIS-Aqua
2011-02-10,32.253601089528246,17.215960534227634,MODIS-Aqua
2011-02-12,38.57362116620835,16.791730942832146,MODIS-Aqua
2011-02-14,40.20885597140302,16.693296575607746,MODIS-Aqua
2011-02-20,47.90235588264718,16.278207113717144,MODIS-Aqua
2011-03-02,32.26595419721053,17.21505270410853,MODIS-Aqua
2011-03-07,37.49159121894693,16.85918590368601,MODIS-Aqua
2011-03-22,41.884527271769066,16.59649602900936,MODIS-Aqua
2011-03-31,41.45559856883454,16.62090068456928,MODIS-Aqua
2011-04-02,37.093229722697274,16.884511579550235,MODIS-Aqua
2011-04-03,32.27470093774706,17.21441011609386,MODIS-Aqua
2011-04-05,41.297683210420594,16.629949194375513,MODIS-Aqua
2011-04-11,43.21367915607059,16.52242832385855,MODIS-Aqua
2011-04-12,41.15514837612413,16.638146157938536,MODIS-Aqua
2011-04-13,42.56569394776609,16.55824872316407,MODIS-Aqua
2011-04-18,42.200877266236944,16.578656319212314,MODIS-Aqua
2011-04-19,39.78903660180822,16.718180730593303,MODIS-Aqua
2011-04-21,55.53354759842558,15.927726571520907,MODIS-Aqua
2011-04-25,46.29213649482977,16.359274920461758,MODIS-Aqua
2011-04-26,43.029267233504335,16.532567586997175,MODIS-Aqua
2011-04-27,36.28733225954346,16.936588472943185,MODIS-Aqua
2011-04-28,41.37523098606848,16.6255014118251,MODIS-Aqua
2011-04-30,41.602824504938525,16.61249566461629,MODIS-Aqua
2011-05-01,38.24155390484964,16.812229054001364,MODIS-Aqua
2011-05-03,36.06433070094097,16.951203129356145,MODIS-Aqua
