date,satellite_value,calibrated_chlorophyll_ugL,sensor
2011-01-06,76.10435519830169,15.18056771524789,MODIS-Aqua
2011-01-20,50.66954706072416,16.145054428454387,MODIS-Aqua
2011-01-22,51.27908277054127,16.116702987725148,MODIS-Aqua
2011-01-25,42.59455031843163,16.556641988172487,MODIS-Aqua
2011-01-27,59.03702739194134,15.78267501308801,MODIS-Aqua
2011-01-30,61.83013631404339,15.673072343866806,MODIS-Aqua
2011-02-01,36.97619842245258,16.89200349589737,MODIS-Aqua
2011-02-02,44.33476499664836,16.461704996987464,MODIS-Aqua
2011-02-09,49.320919264013526,16.209014753987503,MODIS-Aqua
2011-02-10,54.91647999126957,15.954219460681998,MODIS-Aqua
2011-02-21,111.31604466890316,14.278884816470963,MODIS-Aqua
2011-04-12,88.30020111972756,14.828129861894922,MODIS-Aqua
2011-04-19,124.38584578564448,14.015637948774383,MODIS-Aqua
2011-04-22,79.00001691628201,15.092024309133194,MODIS-Aqua
2011-05-01,69.58960139544135,15.39275709717549,MODIS-Aqua
2011-05-04,76.28712159215438,15.174880278107594,MODIS-Aqua
2011-05-10,53.31414578833365,16.024428188327875,MODIS-Aqua
2011-05-19,59.483658836875286,15.764805196884481,MODIS-Aqua
2011-05-20,81.65332746176308,15.01369536378661,MODIS-Aqua
2011-05-24,86.06519697097556,14.888919856857683,MODIS-Aqua
2011-06-09,56.18295041932424,15.900161416306219,MODIS-Aqua
2011-06-14,97.05052929615324,14.60407851857235,MODIS-Aqua
2011-06-16,77.18715757947979,15.147069669770644,MODIS-Aqua
2011-06-17,86.2565536268046,14.883653708195197,MODIS-Aqua
2011-06-20,74.56140941912014,15.229133587337856,MODIS-Aqua
2011-06-25,76.61681788194898,15.164654955180595,MODIS-Aqua
2011-07-01,103.9664131443255,14.440853463585881,MODIS-Aqua
2011-07-02,91.08526584596038,14.754496396359173,MODIS-Aqua
2011-07-03,113.16768295057068,14.239765670261477,MODIS-Aqua
2011-07-04,55.66269183636186,15.922219211190168,MODIS-Aqua
2011-07-05,101.71294481226066,14.492814780513072,MODIS-Aqua
2011-07-06,115.72168590745312,14.186845234788052,MODIS-Aqua
2011-07-08,97.48484543207272,14.593490707828096,MODIS-Aqua
2011-07-09,105.60888185557582,14.40368545740239,MODIS-Aqua
2011-07-10,128.92150257362348,13.930709026142722,MODIS-Aqua
2011-07-15,90.88835790345544,14.759627943121814,MODIS-Aqua
2011-07-20,42.56569394776609,16.55824872316407,MODIS-Aqua
2011-07-22,67.11506637318386,15.478605202350082,MODIS-Aqua
2011-07-23,125.8083445358313,13.98867326796426,MODIS-Aqua
2011-07-24,108.99701583629128,14.328806456518578,MODIS-Aqua
2011-07-27,76.66786273028228,15.163075765372923,MODIS-Aqua
2011-07-28,108.69441952865026,14.335398629797055,MODIS-Aqua
2011-07-29,55.11799081085348,15.945535302751523,MODIS-Aqua
2011-07-30,126.49028653654774,13.975854386555511,MODIS-Aqua
2011-07-31,84.70736591450968,14.926627172142616,MODIS-Aqua
2011-08-01,124.25063081988024,14.018217091952465,MODIS-Aqua
2011-08-02,139.36670060107966,13.745971335751165,MODIS-Aqua
2011-08-03,101.65049578012548,14.49427109129465,MODIS-Aqua
2011-08-04,123.28180671552256,14.036779324420422,MODIS-Aqua
2011-08-05,66.11517680899847,15.514195249554177,MODIS-Aqua
2011-08-06,107.56534113063908,14.360159044292232,MODIS-Aqua
2011-08-07,74.08436167059834,15.244352714735214,MODIS-Aqua
2011-08-08,150.6773407017918,13.56092951327446,MODIS-Aqua
2011-08-09,110.28643914030076,14.30091949323105,MODIS-Aqua
2011-08-10,100.50939360824424,14.521040264067778,MODIS-Aqua
2011-08-11,133.93596739622313,13.840224069670512,MODIS-Aqua
2011-08-12,89.98077728752098,14.78342467362927,MODIS-Aqua
2011-08-13,135.40825742755973,13.814299521474823,MODIS-Aqua
2011-08-14,76.01888550967017,15.183232101655449,MODIS-Aqua
2011-08-16,105.9011651674416,14.39713189705617,MODIS-Aqua
2011-08-17,106.30423656321352,14.388123857010214,MODIS-Aqua
2011-08-18,130.1825108765671,13.907627439946737,MODIS-Aqua
2011-08-19,132.314069381749,13.869114870780322,MODIS-Aqua
2011-08-20,112.65513507403294,14.250529727993126,MODIS-Aqua
2011-08-21,76.10580965079785,15.18052240081488,MODIS-Aqua
2011-08-22,71.55903364373991,15.32658607605299,MODIS-Aqua
2011-08-23,35.558054153139636,16.984720766777173,MODIS-Aqua
2011-08-24,112.01322661151625,14.264079770493481,MODIS-Aqua
2011-08-25,157.3290178083778,13.458489487220504,MODIS-Aqua
