date,satellite_value,calibrated_chlorophyll_ugL,sensor
2011-01-06,38.034636159052894,16.356771916460502,MODIS-Terra
2011-01-20,49.95556868386814,15.817493755440637,MODIS-Terra
2011-01-22,46.4218370103515,15.962645986008624,MODIS-Terra
2011-01-27,63.822930247975336,15.332598399978792,MODIS-Terra
2011-02-01,45.5772404404335,15.998970266773199,MODIS-Terra
2011-02-02,37.75228622920782,16.371505081965893,MODIS-Terra
2011-02-10,45.26400220650709,16.012612899145665,MODIS-Terra
2011-02-21,32.39961216930425,16.673769229533832,MODIS-Terra
2011-04-01,85.10794135148745,14.76253567767651,MODIS-Terra
2011-04-12,71.18521318763631,15.116409685097778,MODIS-Terra
2011-04-19,105.12206886915696,14.343935974291071,MODIS-Terra
2011-04-22,91.0890151501778,14.627950243007263,MODIS-Terra
2011-04-23,80.0042368182344,14.885059944954605,MODIS-Terra
2011-05-01,73.53385767186278,15.052117401218538,MODIS-Terra
2011-05-04,95.05963101816786,14.543387986127414,MODIS-Terra
2011-05-10,61.597516282807554,15.402866141815366,MODIS-Terra
2011-05-12,53.80240866359019,15.670690568225837,MODIS-Terra
2011-05-13,65.1795915516714,15.29095089068619,MODIS-Terra
2011-05-19,69.4432977669756,15.165474805009126,MODIS-Terra
2011-05-20,100.7057305158975,14.429020555853867,MODIS-Terra
2011-05-24,101.12510972636038,14.420782512757683,MODIS-Terra
2011-06-03,81.69221686100421,14.843694581990803,MODIS-Terra
2011-06-09,81.66453755463839,14.844365985999616,MODIS-Terra
2011-06-14,124.47354498814484,14.00887230085334,MODIS-Terra
2011-06-16,80.35726083754577,14.876337267307918,MODIS-Terra
2011-06-17,86.58386618553818,14.72846763337077,MODIS-Terra
2011-06-20,75.49188535604658,15.000064515102963,MODIS-Terra
2011-06-22,79.12279945317269,14.907007602461022,MODIS-Terra
2011-06-25,76.83919293312005,14.96502350506114,MODIS-Terra
2011-07-01,97.16513068348584,14.499965740359812,MODIS-Terra
2011-07-02,88.53780413528108,14.68424618206916,MODIS-Terra
2011-07-03,94.90825559102808,14.546546705992114,MODIS-Terra
2011-07-04,92.16837490803692,14.604604642780373,MODIS-Terra
2011-07-05,98.73922182760036,14.468111621628395,MODIS-Terra
2011-07-06,89.16874560190129,14.670174431718578,MODIS-Terra
2011-07-08,92.075917381805,14.606593710778498,MODIS-Terra
2011-07-09,90.2479912986924,14.646332905861755,MODIS-Terra
2011-07-10,94.71709541406926,14.550542793309887,MODIS-Terra
2011-07-15,92.42834096576274,14.599022557284684,MODIS-Terra
2011-07-22,62.455991024981266,15.375464211356189,MODIS-Terra
2011-07-23,125.71868298520404,13.989130203767445,MODIS-Terra
2011-07-24,97.52172170227531,14.49270471870716,MODIS-Terra
2011-07-26,72.75621335701544,15.073175140330704,MODIS-Terra
2011-07-27,73.8583250457207,15.043396783425237,MODIS-Terra
2011-07-28,97.804992519847,14.486955515459499,MODIS-Terra
2011-07-29,94.06162851768472,14.564306271886608,MODIS-Terra
2011-07-30,98.54680291050008,14.471978228267972,MODIS-Terra
2011-07-31,109.28061134287331,14.267016319405343,MODIS-Terra
2011-08-01,132.88839259759996,13.879114332071595,MODIS-Terra
2011-08-02,98.2113612335882,14.478736880039946,MODIS-Terra
2011-08-03,113.53504821606504,14.191286930744127,MODIS-Terra
2011-08-04,90.65077790680112,14.637507781185718,MODIS-Terra
2011-08-05,57.66920410872033,15.533319324470199,MODIS-Terra
2011-08-06,93.44095395424266,14.577427648131788,MODIS-Terra
2011-08-07,70.6410256827844,15.131608184450442,MODIS-Terra
2011-08-09,109.31591238668712,14.266375938668489,MODIS-Terra
2011-08-10,121.63636634274025,14.054602621967092,MODIS-Terra
2011-08-11,91.2857487500108,14.62367457632115,MODIS-Terra
2011-08-12,109.72465957622464,14.258976019723036,MODIS-Terra
2011-08-13,109.67912344783517,14.259799039194036,MODIS-Terra
2011-08-14,79.18993089561656,14.905327481099903,MODIS-Terra
2011-08-16,108.46325612388016,14.281901581871125,MODIS-Terra
2011-08-17,143.589512751514,13.725460443080806,MODIS-Terra
2011-08-18,95.23549124309925,14.539724640800387,MODIS-Terra
2011-08-19,108.1756756264339,14.28716547429849,MODIS-Terra
2011-08-20,96.73647998521986,14.508729324120281,MODIS-Terra
2011-08-21,93.89191043564328,14.567885600286331,MODIS-Terra
2011-08-22,91.76800164660476,14.613232393827388,MODIS-Terra
2011-08-23,104.85050272080754,14.349064138508083,MODIS-Terra
2011-08-25,102.1520614897862,14.400752684377267,MODIS-Terra
2011-08-26,119.39729792216664,14.091449961410262,MODIS-Terra
2011-08-27,81.51034231185089,14.848110387122802,MODIS-Terra
2011-08-29,101.71294481226056,14.409292594106773,MODIS-Terra
2011-09-01,86.82409550988528,14.722977405796087,MODIS-Terra
2011-09-02,124.0888840136316,14.015011075152074,MODIS-Terra
2011-09-03,93.83014780907362,14.569189766358363,MODIS-Terra
2011-09-04,105.95367329115597,14.328314025002783,MODIS-Terra
2011-09-05,80.24701679581024,14.879057116117338,MODIS-Terra
2011-09-06,113.95220486031558,14.184014468870373,MODIS-Terra
2011-09-08,82.63097445306632,14.821056909510276,MODIS-Terra
2011-09-09,128.6204565959621,13.94386821224441,MODIS-Terra
2011-09-10,72.30952462367074,15.08537271715079,MODIS-Terra
2011-09-11,86.15634784529354,14.738275869609083,MODIS-Terra
2011-09-12,64.71665025264578,15.305064522896373,MODIS-Terra
2011-09-13,103.6881639260495,14.371164100089686,MODIS-Terra
2011-09-19,66.87931961771022,15.239975349013093,MODIS-Terra
2011-09-20,102.0796011293718,14.402159362792645,MODIS-Terra
2011-09-21,81.39307248850653,14.850962842416152,MODIS-Terra
2011-09-23,88.27106111933689,14.690225399015276,MODIS-Terra
2011-09-24,104.02976298886404,14.364643620548009,MODIS-Terra
2011-09-28,72.24797539398591,15.087059309451092,MODIS-Terra
2011-09-29,90.81762280910988,14.633863630575433,MODIS-Terra
2011-10-08,68.70446971209178,15.186657471822855,MODIS-Terra
2011-10-14,79.90879987202914,14.887424636687456,MODIS-Terra
2011-10-17,80.02911474333162,14.88444399372895,MODIS-Terra
2011-10-18,77.66421765456704,14.94386738350579,MODIS-Terra
2011-10-23,65.3230938198823,15.286596249626882,MODIS-Terra
2011-10-24,47.946207076652534,15.898723926543312,MODIS-Terra
2011-10-25,59.03414596739053,15.487013296317514,MODIS-Terra
2011-10-26,49.602642535513944,15.831522426937681,MODIS-Terra
2011-10-27,48.648189339050035,15.869966119948572,MODIS-Terra
2011-11-01,41.77750242409508,16.17115748164622,MODIS-Terra
2011-11-02,40.75289298551034,16.220266734976803,MODIS-Terra
2011-11-29,29.608505661863216,16.851799925535147,MODIS-Terra
2011-12-01,36.4211704122573,16.442477595263767,MODIS-Terra
2011-12-02,38.15239614815223,16.35065934950785,MODIS-Terra
2011-12-03,43.71447353049889,16.0815161663794,MODIS-Terra
2011-12-04,32.37320484091752,16.675380822830448,MODIS-Terra
2011-12-05,41.74667634192624,16.172617358752632,MODIS-Terra
2011-12-06,34.673685045253166,16.539683170196554,MODIS-Terra
2011-12-07,40.42827952407985,16.23608255158547,MODIS-Terra
2011-12-08,30.314322817035237,16.80524603444985,MODIS-Terra
2011-12-09,35.2369380189774,16.507828037659465,MODIS-Terra
2011-12-10,34.86252108419465,16.528946276847478,MODIS-Terra
2011-12-12,33.35692414356867,16.616213858807555,MODIS-Terra
2011-12-13,35.57841421724034,16.488761993655544,MODIS-Terra
2011-12-16,39.298682317170424,16.292123450329427,MODIS-Terra
2011-12-17,30.90545844708497,16.767080706041156,MODIS-Terra
2011-12-21,41.24346173420505,16.19660209734775,MODIS-Terra
2011-12-22,28.589239553485186,16.921019484792623,MODIS-Terra
2011-12-23,32.398509854898194,16.673836475657026,MODIS-Terra
2012-01-03,37.71909062595464,16.373244461169406,MODIS-Terra
2012-01-04,37.56089011365575,16.38155486476103,MODIS-Terra
2012-01-08,45.39914858425601,16.006715283394215,MODIS-Terra
2012-01-10,59.414609300549685,15.474296213687467,MODIS-Terra
2012-01-27,51.74400265805701,15.747890373189989,MODIS-Terra
2012-02-02,70.21344337191155,15.143632193358371,MODIS-Terra
2012-02-03,47.2382004862444,15.928157083068982,MODIS-Terra
2012-02-06,38.64929543835352,16.325072355717907,MODIS-Terra
2012-02-12,47.317255035372,15.924848894324555,MODIS-Terra
2012-02-24,73.26862389865427,15.059274571528022,MODIS-Terra
2012-03-04,35.48502057167917,16.493958357373458,MODIS-Terra
2012-03-08,56.37243283673168,15.578336637511484,MODIS-Terra
2012-03-26,55.2247290116628,15.619049206527507,MODIS-Terra
2012-04-14,88.10622256783753,14.693929377670088,MODIS-Terra
2012-04-21,70.53654077450392,15.13453968105614,MODIS-Terra
2012-04-22,91.3709907207196,14.62182484167738,MODIS-Terra
2012-04-23,72.97487419306987,15.067231447927838,MODIS-Terra
2012-05-06,84.92661688226887,14.766761685867436,MODIS-Terra
2012-05-07,77.91193477566647,14.937558911098336,MODIS-Terra
2012-05-09,75.01771718574693,15.012545336487278,MODIS-Terra
2012-05-10,70.3966608169753,15.138471031932454,MODIS-Terra
2012-05-12,85.57107143480131,14.751782442445233,MODIS-Terra
2012-05-13,90.58592789811476,14.63892601136854,MODIS-Terra
2012-05-14,74.2072053120302,15.034062556728031,MODIS-Terra
