chl,date,sensor
47.54064041499043,2011-01-19,Aqua
22.32966951177062,2011-01-20,Aqua
49.78751930682671,2011-01-22,Aqua
50.561244793126725,2011-01-23,Aqua
34.80565687583358,2011-01-27,Aqua
36.48805215298841,2011-01-28,Aqua
34.914621525958665,2011-02-01,Aqua
34.673685045253166,2011-02-07,Aqua
41.98549445066105,2011-02-09,Aqua
24.462249613450048,2011-02-10,Aqua
36.72422387830135,2011-02-12,Aqua
49.78602807642677,2011-02-20,Aqua
32.46205456666109,2011-02-27,Aqua
32.26595419721053,2011-03-02,Aqua
36.04492205481839,2011-03-07,Aqua
37.280833167987744,2011-03-21,Aqua
42.618758644415614,2011-03-22,Aqua
41.45559856883454,2011-03-31,Aqua
37.47718167327821,2011-04-02,Aqua
32.27470093774704,2011-04-03,Aqua
39.625077274449495,2011-04-05,Aqua
44.86838377411932,2011-04-11,Aqua
40.39031555474436,2011-04-12,Aqua
42.16535464364773,2011-04-13,Aqua
40.701346483531744,2011-04-18,Aqua
39.70736525308914,2011-04-19,Aqua
55.53354759842558,2011-04-21,Aqua
39.023214442856926,2011-04-25,Aqua
42.927635094524284,2011-04-26,Aqua
36.542367789074646,2011-04-27,Aqua
40.53822250782901,2011-04-28,Aqua
41.17554210655519,2011-04-30,Aqua
36.61235259483768,2011-05-01,Aqua
36.590590309793875,2011-05-03,Aqua
36.668098969753366,2011-05-04,Aqua
39.3290957912147,2011-05-08,Aqua
42.575909257597054,2011-05-09,Aqua
40.09969539125854,2011-05-10,Aqua
39.558734599326094,2011-05-12,Aqua
47.511875932483186,2011-05-18,Aqua
49.13852555529348,2011-05-21,Aqua
46.94623621384735,2011-05-22,Aqua
59.11591503880077,2011-05-23,Aqua
46.586293289513776,2011-06-07,Aqua
50.499094549020185,2011-06-08,Aqua
46.586293289513776,2011-06-09,Aqua
47.4535915434955,2011-06-13,Aqua
49.5748296520055,2011-06-14,Aqua
51.936553644333635,2011-06-15,Aqua
46.90821733410372,2011-06-16,Aqua
55.299273754932,2011-06-17,Aqua
51.83991165164617,2011-06-19,Aqua
55.24536192094688,2011-06-20,Aqua
55.15513943033407,2011-06-22,Aqua
50.88418590605288,2011-06-23,Aqua
61.20321735637306,2011-06-24,Aqua
64.35914353750249,2011-06-26,Aqua
62.36099212264803,2011-06-30,Aqua
61.300292917518014,2011-07-01,Aqua
54.67852680579896,2011-07-02,Aqua
70.37184899638356,2011-07-03,Aqua
69.4684748247456,2011-07-04,Aqua
74.97281728351278,2011-07-05,Aqua
78.65772077494815,2011-07-06,Aqua
64.92763041288698,2011-07-07,Aqua
61.95968075976808,2011-07-08,Aqua
86.45615357021057,2011-07-09,Aqua
61.088681426146486,2011-07-10,Aqua
