datetime,chlorophyll_a_ugl,site_id,depth_m
2011-10-20 23:19:42.380879637,19.90968803603191,UKL_01,0.5
2011-07-27 23:19:42.380879637,25.253599234123172,UKL_01,0.5
2023-07-13 23:19:42.380879637,24.262409451305015,UKL_01,0.5
2024-08-26 23:19:42.380879637,14.623143333257017,UKL_01,0.5
2013-05-16 23:19:42.380879637,24.563252926460898,UKL_01,0.5
2018-03-31 23:19:42.380879637,34.84096056767613,UKL_01,0.5
2015-08-19 23:19:42.380879637,31.756560002463885,UKL_01,0.5
2020-02-26 23:19:42.380879637,27.952677451042582,UKL_01,0.5
2012-09-04 23:19:42.380879637,32.321587515369785,UKL_01,0.5
2011-09-06 23:19:42.380879637,18.64284801270282,UKL_01,0.5
2022-09-05 23:19:42.380879637,25.7886648639546,UKL_01,0.5
2016-08-15 23:19:42.380879637,19.957633446150563,UKL_01,0.5
2022-09-18 23:19:42.380879637,27.04298122367419,UKL_01,0.5
2013-06-10 23:19:42.380879637,40.93987730142703,UKL_01,0.5
2014-08-16 23:19:42.380879637,25.47522919183642,UKL_01,0.5
2016-03-31 23:19:42.380879637,32.39835763948955,UKL_01,0.5
2012-01-13 23:19:42.380879637,24.780182095789787,UKL_01,0.5
2025-06-30 23:19:42.380879637,53.669375552674964,UKL_01,0.5
2021-06-20 23:19:42.380879637,35.702904817073986,UKL_01,0.5
2011-03-30 23:19:42.380879637,28.540439178107675,UKL_01,0.5
2021-07-21 23:19:42.380879637,102.33987322658463,UKL_01,0.5
2023-06-15 23:19:42.380879637,33.81722516692992,UKL_01,0.5
2022-06-23 23:19:42.380879637,14.371379718903071,UKL_01,0.5
2014-09-06 23:19:42.380879637,11.208622028423527,UKL_01,0.5
2021-03-26 23:19:42.380879637,12.03711414911628,UKL_01,0.5
2018-10-03 23:19:42.380879637,36.61237907390648,UKL_01,0.5
2022-10-17 23:19:42.380879637,46.22551636486897,UKL_01,0.5
2020-09-07 23:19:42.380879637,12.908532303266949,UKL_01,0.5
2022-04-05 23:19:42.380879637,26.66555055040879,UKL_01,0.5
2013-11-16 23:19:42.380879637,11.715364251612193,UKL_01,0.5
2017-04-09 23:19:42.380879637,27.038929918642513,UKL_01,0.5
2013-12-03 23:19:42.380879637,21.134858643081824,UKL_01,0.5
2020-02-01 23:19:42.380879637,21.665535707188546,UKL_01,0.5
2020-02-17 23:19:42.380879637,25.61466701259859,UKL_01,0.5
2025-04-19 23:19:42.380879637,24.914400130299025,UKL_01,0.5
2012-05-29 23:19:42.380879637,27.523496177756577,UKL_01,0.5
2024-06-25 23:19:42.380879637,39.756694639062935,UKL_01,0.5
2021-06-19 23:19:42.380879637,30.0194206523917,UKL_01,0.5
2014-04-27 23:19:42.380879637,27.24897852291882,UKL_01,0.5
2025-08-10 23:19:42.380879637,15.967946099241283,UKL_01,0.5
2011-02-11 23:19:42.380879637,30.62839076938686,UKL_01,0.5
2013-10-14 23:19:42.380879637,9.199339222312387,UKL_01,0.5
2020-11-20 23:19:42.380879637,6.66290791040154,UKL_01,0.5
2011-11-28 23:19:42.380879637,18.44106548050534,UKL_01,0.5
2023-11-02 23:19:42.380879637,13.429208207096854,UKL_01,0.5
