datetime,chlorophyll_a_recommended,chl_green_red,chl_rf,julian_day,year
2011-01-06,31.13567533979707,31.13567533979707,58.8434983160288,6,2011
2011-01-20,31.187973221857384,31.187973221857384,70.16522011735518,20,2011
2011-01-22,21.12283752956396,21.12283752956396,55.670264956264994,22,2011
2011-01-25,16.217727921811075,16.217727921811075,59.07055161105489,25,2011
2011-01-27,41.15809695229057,41.15809695229057,72.90883016080434,27,2011
2011-01-30,31.330125501642872,31.330125501642872,52.98179570985261,30,2011
2011-02-01,22.909430664816256,22.909430664816256,56.070662086170415,32,2011
2011-02-02,14.93381274430533,14.93381274430533,51.2933855344306,33,2011
2011-02-09,24.019031326044658,24.019031326044658,58.40325301664249,40,2011
2011-02-10,36.359215199290176,36.359215199290176,65.24003047015744,41,2011
2011-02-21,55.726119274833884,55.726119274833884,52.26810675790172,52,2011
2011-04-01,74.1184014946569,74.1184014946569,76.92527351087041,91,2011
2011-04-12,53.67840915638993,53.67840915638993,67.79430268171595,102,2011
2011-04-19,111.2493449328531,111.2493449328531,76.58363518936952,109,2011
2011-04-22,58.615961663681595,58.615961663681595,69.58793819353616,112,2011
2011-04-23,54.14719293799935,54.14719293799935,64.29969227657634,113,2011
2011-05-01,43.20500734265339,43.20500734265339,94.14167791324488,121,2011
2011-05-04,58.74754577139553,58.74754577139553,94.04893030484439,124,2011
2011-05-10,28.877017463995955,28.877017463995955,55.27945982119734,130,2011
2011-05-12,25.35226895308021,25.35226895308021,58.39726344961458,132,2011
2011-05-13,36.58926842299344,36.58926842299344,108.3154292598891,133,2011
2011-05-19,36.00526449919617,36.00526449919617,80.11198740718507,139,2011
2011-05-20,69.34532861146803,69.34532861146803,99.71826056634613,140,2011
2011-05-24,73.13052095984554,73.13052095984554,102.85278689197028,144,2011
2011-06-03,56.35320753977866,56.35320753977866,100.3558426201715,154,2011
2011-06-09,41.928816758092196,41.928816758092196,80.49936237316314,160,2011
2011-06-14,93.40158284593682,93.40158284593682,100.4844976732529,165,2011
2011-06-16,47.10107082938616,47.10107082938616,112.6845459783262,167,2011
2011-06-17,64.27587600481945,64.27587600481945,100.89370895528356,168,2011
2011-06-20,49.58551766971412,49.58551766971412,124.30776070526757,171,2011
2011-06-22,44.142853971101424,44.142853971101424,123.1037625156769,173,2011
2011-06-25,42.88255977592503,42.88255977592503,126.34544621563293,176,2011
2011-07-01,74.52480721641375,74.52480721641375,110.04023110436552,182,2011
2011-07-02,65.01232937656623,65.01232937656623,105.1551120982542,183,2011
2011-07-03,90.52971331044867,90.52971331044867,109.0663368162312,184,2011
2011-07-04,43.71116758139816,43.71116758139816,84.25849173655378,185,2011
2011-07-05,89.51340624805374,89.51340624805374,109.2834624758785,186,2011
2011-07-06,82.0156122449444,82.0156122449444,106.7154505007156,187,2011
2011-07-08,71.96665292657171,71.96665292657171,107.89217098988209,189,2011
2011-07-09,94.3818247386736,94.3818247386736,107.68552987714014,190,2011
2011-07-10,108.47196302917192,108.47196302917192,101.54811911290716,191,2011
2011-07-15,68.38845831033693,68.38845831033693,102.58220547162801,196,2011
2011-07-20,16.196720969198758,16.196720969198758,61.48271384141992,201,2011
2011-07-22,45.022839884867174,45.022839884867174,118.34621587026146,203,2011
2011-07-23,129.7081096592545,129.7081096592545,100.50946798389003,204,2011
2011-07-24,90.70508521622669,90.70508521622669,99.3958429709916,205,2011
2011-07-26,45.153934293109984,45.153934293109984,117.59694292358833,207,2011
2011-07-27,48.12983968990307,48.12983968990307,114.39138246970688,208,2011
2011-07-28,81.45820732231637,81.45820732231637,107.10464710025829,209,2011
2011-07-29,55.46844611948655,55.46844611948655,81.08576374504244,210,2011
2011-07-30,103.41139948696183,103.41139948696183,105.36044732574751,211,2011
2011-07-31,75.64321791898865,75.64321791898865,102.93516292564883,212,2011
2011-08-01,125.77715847190336,125.77715847190336,102.44890535892787,213,2011
2011-08-02,137.62188130165467,137.62188130165467,104.03858099883627,214,2011
2011-08-03,112.27905581738773,112.27905581738773,102.47107854382908,215,2011
2011-08-04,103.72263544639969,103.72263544639969,101.97555896626818,216,2011
2011-08-05,33.47813040030293,33.47813040030293,81.9342257925407,217,2011
2011-08-06,74.84127259397228,74.84127259397228,105.08381870078611,218,2011
2011-08-07,47.29728189211927,47.29728189211927,98.99074110832744,219,2011
2011-08-08,197.01310619911283,197.01310619911283,100.70325914279134,220,2011
2011-08-09,106.90259003608973,106.90259003608973,101.54773093616535,221,2011
2011-08-10,104.22426425492192,104.22426425492192,100.53179164614234,222,2011
2011-08-11,116.17273444368645,116.17273444368645,100.91902197257525,223,2011
2011-08-12,82.11871461167655,82.11871461167655,100.2221565408936,224,2011
2011-08-13,123.56655954536907,123.56655954536907,105.68371953979693,225,2011
2011-08-14,45.99748611900198,45.99748611900198,97.18509970308608,226,2011
2011-08-16,120.39605614360902,120.39605614360902,102.05992568120138,228,2011
2011-08-17,120.21176754894603,120.21176754894603,101.37686638910958,229,2011
2011-08-18,114.19243920253135,114.19243920253135,102.91978826371884,230,2011
2011-08-19,133.17751450823263,133.17751450823263,101.3140234975282,231,2011
2011-08-20,101.93766020440577,101.93766020440577,102.40558758481649,232,2011
2011-08-21,65.8865760965059,65.8865760965059,98.54650443195189,233,2011
2011-08-22,57.77363159476669,57.77363159476669,97.41648756923291,234,2011
2011-08-23,44.56747911760911,44.56747911760911,74.86284244421124,235,2011
2011-08-24,119.71599049966876,119.71599049966876,98.68989773694071,236,2011
2011-08-25,139.34213321504285,139.34213321504285,96.32507490070455,237,2011
2011-08-26,105.38135984757056,105.38135984757056,92.97469901568269,238,2011
2011-08-27,105.15022088077089,105.15022088077089,85.98401052971285,239,2011
2011-08-28,64.18166810455021,64.18166810455021,89.84915435584685,240,2011
2011-08-29,91.59523857674819,91.59523857674819,94.17556963714398,241,2011
2011-09-01,97.59206214409465,97.59206214409465,84.62010978068594,244,2011
2011-09-02,107.69585046006323,107.69585046006323,90.52668679535498,245,2011
2011-09-03,108.08732639250448,108.08732639250448,90.3643171944451,246,2011
2011-09-04,82.90558107108977,82.90558107108977,78.72976501718645,247,2011
2011-09-05,75.05449113992306,75.05449113992306,77.36121368023834,248,2011
2011-09-06,90.64621336840852,90.64621336840852,80.05495997383449,249,2011
2011-09-08,56.014007634485246,56.014007634485246,59.69712717384251,251,2011
2011-09-09,134.25929285500047,134.25929285500047,51.29916084931188,252,2011
2011-09-10,70.82054790898515,70.82054790898515,45.91111098221782,253,2011
2011-09-11,56.07167254485617,56.07167254485617,47.04979676595585,254,2011
2011-09-12,36.09384376782131,36.09384376782131,44.57312847475925,255,2011
2011-09-13,81.22205343227934,81.22205343227934,47.647605842410215,256,2011
2011-09-18,54.385035909744,54.385035909744,39.17888959850491,261,2011
2011-09-19,58.97963289736489,58.97963289736489,47.07609475821644,262,2011
2011-09-20,82.33980251133659,82.33980251133659,49.2463073670528,263,2011
2011-09-21,98.83818448143316,98.83818448143316,46.52574669749299,264,2011
2011-09-23,56.617781544170185,56.617781544170185,44.14682709322094,266,2011
2011-09-24,105.7680607403341,105.7680607403341,49.1234652653974,267,2011
2011-09-28,62.62314814705981,62.62314814705981,43.54060882133514,271,2011
2011-09-29,84.42354553925654,84.42354553925654,46.07115801009543,272,2011
2011-10-08,52.993125678672776,52.993125678672776,41.83764073263707,281,2011
2011-10-14,54.26242059756605,54.26242059756605,36.41754693460736,287,2011
2011-10-16,16.675046383944935,16.675046383944935,60.97418756129888,289,2011
2011-10-17,42.58809892011215,42.58809892011215,44.4880034264159,290,2011
2011-10-18,44.29290223300555,44.29290223300555,38.67466216468026,291,2011
2011-10-23,36.743494050415144,36.743494050415144,39.65433968658227,296,2011
2011-10-24,20.018756265570367,20.018756265570367,57.09074358271932,297,2011
2011-10-25,29.115199411006508,29.115199411006508,59.41439668865338,298,2011
2011-10-26,25.55263506384383,25.55263506384383,60.091385533792156,299,2011
2011-10-27,19.78276276505116,19.78276276505116,57.41482306075371,300,2011
2011-10-29,26.155161082061596,26.155161082061596,59.93236385903348,302,2011
2011-11-01,18.247742176289034,18.247742176289034,59.25037852941226,305,2011
2011-11-02,13.12320584983242,13.12320584983242,48.706716322094536,306,2011
2011-11-08,18.4145743347784,18.4145743347784,56.73500025649465,312,2011
2011-11-11,10.63622818117369,10.63622818117369,49.20920273945369,315,2011
2011-11-25,7.50500596549998,7.50500596549998,49.56487906404164,329,2011
2011-11-29,10.434307124806523,10.434307124806523,49.12209617092227,333,2011
2011-12-01,10.271068226251366,10.271068226251366,48.078752778310744,335,2011
2011-12-02,11.399325013072211,11.399325013072211,47.968632148330514,336,2011
2011-12-03,13.948989307320442,13.948989307320442,54.41192876458376,337,2011
2011-12-04,8.147486617674854,8.147486617674854,49.32227590163508,338,2011
2011-12-05,10.740118570486867,10.740118570486867,48.22595539841668,339,2011
2011-12-06,16.11735093307708,16.11735093307708,51.230628608747224,340,2011
2011-12-07,11.054709251199139,11.054709251199139,47.633833991114315,341,2011
2011-12-08,10.425835719141194,10.425835719141194,47.91512766161154,342,2011
2011-12-09,8.77115496762141,8.77115496762141,48.89722870603629,343,2011
2011-12-10,11.734212775463941,11.734212775463941,47.870815662493854,344,2011
2011-12-12,15.194257988367001,15.194257988367001,53.483389284858326,346,2011
2011-12-13,7.6846663363750825,7.6846663363750825,49.694409933771446,347,2011
2011-12-16,7.833926776724907,7.833926776724907,47.36676813270713,350,2011
2011-12-17,11.861804097875535,11.861804097875535,47.42886347611865,351,2011
2011-12-21,13.752157638711095,13.752157638711095,47.315779728454324,355,2011
2011-12-22,11.589181582257318,11.589181582257318,48.034078391031954,356,2011
2011-12-23,9.856533726144422,9.856533726144422,49.82278475997453,357,2011
2012-01-03,12.853443773541727,12.853443773541727,47.48069034484046,3,2012
2012-01-04,12.750534671623111,12.750534671623111,46.30266388219036,4,2012
2012-01-08,18.639200320231353,18.639200320231353,56.19149201229798,8,2012
2012-01-09,12.889882252799099,12.889882252799099,47.64751633112103,9,2012
2012-01-10,26.343670136738382,26.343670136738382,39.52102016881395,10,2012
2012-01-11,18.62417305902549,18.62417305902549,56.277339884263114,11,2012
2012-01-12,16.836699647789978,16.836699647789978,60.42282664462234,12,2012
2012-01-23,8.988836110243852,8.988836110243852,48.90507968121438,23,2012
2012-01-27,25.957196870397425,25.957196870397425,58.73538246810253,27,2012
2012-02-02,27.37193167117557,27.37193167117557,60.17828042275783,33,2012
2012-02-03,22.88592554071503,22.88592554071503,57.30317880477096,34,2012
2012-02-05,19.029684812191867,19.029684812191867,55.30373963138856,36,2012
2012-02-06,36.42890436774128,36.42890436774128,60.41318816604914,37,2012
2012-02-12,15.765452710632573,15.765452710632573,52.29180561253726,43,2012
2012-02-24,74.89710180385961,74.89710180385961,67.32005672402245,55,2012
2012-02-27,6.312075489129583,6.312075489129583,49.6191187661052,58,2012
2012-03-04,11.099053426128702,11.099053426128702,48.890659006059614,64,2012
2012-03-07,34.091583302472046,34.091583302472046,66.38183450351245,67,2012
2012-03-08,24.098579648020845,24.098579648020845,57.014108813804064,68,2012
2012-03-23,15.130010214609754,15.130010214609754,46.19731196706301,83,2012
2012-03-24,24.679791737658004,24.679791737658004,58.59257417873149,84,2012
2012-03-26,25.350459417108198,25.350459417108198,58.77800878334851,86,2012
2012-04-14,53.004774459623896,53.004774459623896,76.27809836335678,105,2012
2012-04-21,49.319229932114624,49.319229932114624,70.83318582621598,112,2012
2012-04-22,75.99723382962166,75.99723382962166,70.75979854634127,113,2012
2012-04-23,93.35778574385817,93.35778574385817,88.11765063788343,114,2012
2012-04-29,43.92072196695363,43.92072196695363,92.52648010773463,120,2012
2012-05-06,63.89018081561978,63.89018081561978,91.6182313055318,127,2012
2012-05-07,75.74664772731809,75.74664772731809,100.45210593411997,128,2012
2012-05-09,75.11099143064376,75.11099143064376,101.56884079684846,130,2012
2012-05-10,45.0147634448276,45.0147634448276,106.62296169337303,131,2012
2012-05-11,37.660294595496076,37.660294595496076,107.78604513151848,132,2012
2012-05-12,50.34076683882492,50.34076683882492,99.6120081355717,133,2012
2012-05-13,79.60162258892007,79.60162258892007,105.04168657961911,134,2012
2012-05-14,49.801165302323255,49.801165302323255,107.2774671403187,135,2012
2012-05-15,35.26304722747179,35.26304722747179,111.47881219725781,136,2012
2012-05-16,59.318223333142626,59.318223333142626,94.43320846988334,137,2012
2012-05-17,45.191020575271004,45.191020575271004,110.21216934894268,138,2012
2012-05-18,28.908097723780156,28.908097723780156,62.60379081466848,139,2012
2012-05-26,35.43884099016761,35.43884099016761,114.5556624355909,147,2012
2012-05-30,18.42920290314598,18.42920290314598,57.66076850361253,151,2012
2012-06-01,88.88899261819725,88.88899261819725,103.4526542468906,153,2012
2012-06-06,45.27783133168198,45.27783133168198,81.82318443804243,158,2012
2012-06-10,66.17083005883872,66.17083005883872,102.73812751636753,162,2012
2012-06-11,34.412230772126726,34.412230772126726,89.97588974782062,163,2012
2012-06-13,38.11691381735133,38.11691381735133,80.10906507957179,165,2012
2012-06-14,59.43070663845197,59.43070663845197,97.6081545248807,166,2012
2012-06-15,60.19140469332946,60.19140469332946,100.49682683539984,167,2012
2012-06-16,59.16004555866981,59.16004555866981,114.5273424994947,168,2012
2012-06-17,14.42354705856853,14.42354705856853,48.99609589467853,169,2012
2012-06-20,31.764416255743598,31.764416255743598,92.10933839126574,172,2012
2012-06-21,69.36178990071123,69.36178990071123,104.31492323222238,173,2012
2012-06-24,10.456080751704478,10.456080751704478,50.0130957046338,176,2012
