datetime,modis_datetime,time_diff_hours,sensor,band1_red,band2_nir,band4_green,nir_red_ratio,green_red_ratio,ndci,chlorophyll_a
2011-10-20 23:19:42.380879637,2011-10-21,0.6715608666666666,Terra,0.0327,0.024,0.0374,0.7339743589743589,1.1428571428571428,-0.1534195933456562,19.90968803603191
2011-07-27 23:19:42.380879637,2011-07-28,0.6715608666666666,Terra,0.0238,0.0166,0.0361,0.7579908675799087,1.5205479452054795,-0.1376623376623376,25.253599234123172
2023-07-13 23:19:42.380879637,2023-07-14,0.6715608666666666,Aqua,0.0272,0.0318,0.0543,1.1691176470588236,1.9786476868327405,0.0779661016949152,24.262409451305015
2024-08-26 23:19:42.380879637,2024-08-27,0.6715608666666666,Terra,0.0348,0.0083,0.0547,0.2462006079027355,1.6518987341772151,-0.6048780487804879,14.623143333257016
2013-05-16 23:19:42.380879637,2013-05-17,0.6715608666666666,Aqua,0.0436,0.0152,0.0548,0.3477272727272727,1.2436781609195402,-0.4839797639123103,24.563252926460898
2018-03-31 23:19:42.380879637,2018-04-01,0.6715608666666666,Terra,0.0595,0.0369,0.0652,0.626890756302521,1.107563025210084,-0.2293388429752066,34.84096056767613
2015-08-19 23:19:42.380879637,2015-08-20,0.6715608666666666,Terra,0.0239,0.016,0.044,0.625,1.84375,-0.2307692307692308,31.756560002463885
2020-02-26 23:19:42.380879637,2020-02-27,0.6715608666666666,Terra,0.0597,0.0148,0.0555,0.2458471760797342,0.9280245022970904,-0.6053333333333333,27.952677451042582
2012-09-04 23:19:42.380879637,2012-09-05,0.6715608666666666,Terra,0.0227,0.019,0.0393,0.9574468085106383,1.6747572815533982,-0.0217391304347825,32.321587515369785
2011-09-06 23:19:42.380879637,2011-09-07,0.6715608666666666,Aqua,0.0402,0.0322,0.0546,0.8009950248756219,1.3582089552238807,-0.1104972375690607,18.64284801270282
2022-09-05 23:19:42.380879637,2022-09-06,0.6715608666666666,Terra,0.0289,0.0282,0.049,1.0296052631578947,1.6986301369863015,0.0145867098865478,25.7886648639546
2016-08-15 23:19:42.380879637,2016-08-16,0.6715608666666666,Aqua,0.023,0.0081,0.032,0.3406113537117904,1.391304347826087,-0.4918566775244299,19.957633446150563
2022-09-18 23:19:42.380879637,2022-09-19,0.6715608666666666,Aqua,0.0225,0.0168,0.0423,0.7142857142857143,1.8205128205128205,-0.1666666666666666,27.04298122367419
2013-06-10 23:19:42.380879637,2013-06-11,0.6715608666666666,Terra,0.0299,0.0241,0.0505,0.794392523364486,1.6889632107023411,-0.1145833333333333,40.93987730142703
2014-08-16 23:19:42.380879637,2014-08-17,0.6715608666666666,Aqua,0.0117,0.0003,0.0189,0.0256410256410256,1.6153846153846154,-0.95,25.47522919183642
2016-03-31 23:19:42.380879637,2016-04-01,0.6715608666666666,Aqua,0.0374,0.0075,0.0371,0.2005347593582887,0.9712041884816752,-0.6659242761692651,32.39835763948955
2012-01-13 23:19:42.380879637,2012-01-14,0.6715608666666666,Aqua,0.0299,0.0054,0.0401,0.1782178217821782,1.3562091503267977,-0.6974789915966385,24.780182095789787
2025-06-30 23:19:42.380879637,2025-07-01,0.6715608666666666,Aqua,0.0512,0.0876,0.0854,1.7109374999999998,1.66796875,0.2622478386167146,53.66937555267496
2021-06-20 23:19:42.380879637,2021-06-21,0.6715608666666666,Terra,0.0381,0.0256,0.0552,0.6501305483028721,1.4438775510204085,-0.2120253164556961,35.702904817073986
2011-03-30 23:19:42.380879637,2011-03-31,0.6715608666666666,Aqua,0.0361,0.008,0.0401,0.2228412256267409,1.110803324099723,-0.6355353075170843,28.540439178107675
2021-07-21 23:19:42.380879637,2021-07-22,0.6715608666666666,Aqua,0.034,0.0171,0.0529,0.4857954545454545,1.5028409090909092,-0.3460803059273423,102.33987322658464
2023-06-15 23:19:42.380879637,2023-06-16,0.6715608666666666,Terra,0.0534,0.0396,0.0633,0.7457943925233645,1.1799628942486085,-0.145610278372591,33.81722516692992
2022-06-23 23:19:42.380879637,2022-06-24,0.6715608666666666,Terra,0.0251,0.0066,0.0308,0.26,1.2270916334661357,-0.5873015873015873,14.371379718903071
2014-09-06 23:19:42.380879637,2014-09-07,0.6715608666666666,Terra,0.0376,0.0153,0.0504,0.4054054054054054,1.3404255319148937,-0.4230769230769231,11.208622028423529
2021-03-26 23:19:42.380879637,2021-03-27,0.6715608666666666,Aqua,0.0613,0.0122,0.0654,0.199021207177814,1.0608,-0.6680272108843538,12.03711414911628
2018-10-03 23:19:42.380879637,2018-10-04,0.6715608666666666,Aqua,0.031,0.0136,0.0456,0.4327485380116959,1.4477611940298507,-0.3959183673469387,36.61237907390648
2022-10-17 23:19:42.380879637,2022-10-18,0.6715608666666666,Aqua,0.0311,0.078,0.0629,2.5657894736842106,2.0514469453376205,0.4391143911439115,46.22551636486897
2020-09-07 23:19:42.380879637,2020-09-08,0.6715608666666666,Aqua,0.0328,0.0184,0.0451,0.5714285714285714,1.4018691588785046,-0.2727272727272727,12.908532303266949
2022-04-05 23:19:42.380879637,2022-04-06,0.6715608666666666,Terra,0.0707,0.0234,0.0801,0.3242857142857143,1.134285714285714,-0.5102481121898599,26.66555055040879
2013-11-16 23:19:42.380879637,2013-11-17,0.6715608666666666,Terra,0.0821,0.0151,0.0819,0.1836477987421383,0.994026284348865,-0.6896918172157279,11.715364251612192
2017-04-09 23:19:42.380879637,2017-04-10,0.6715608666666666,Aqua,0.0445,0.0188,0.048,0.4191489361702128,1.0813953488372092,-0.409295352323838,27.038929918642513
2013-12-03 23:19:42.380879637,2013-12-04,0.6715608666666666,Terra,0.0804,0.0319,0.0719,0.3967661691542289,0.9133663366336632,-0.4318788958147817,21.134858643081824
2020-02-01 23:19:42.380879637,2020-02-02,0.6715608666666666,Terra,0.0657,0.0194,0.0595,0.2966360856269113,0.9,-0.5424528301886792,21.665535707188543
2020-02-17 23:19:42.380879637,2020-02-18,0.6715608666666666,Terra,0.061,0.0155,0.0588,0.2540983606557376,0.9639344262295082,-0.5947712418300654,25.61466701259859
