date,datetime,log_ratio,ratio,sensor,time
2011-01-20,2011-01-20 00:00:00,-0.09157614505102019,0.8098859315589353,Aqua,00:00:00
2011-01-27,2011-01-27 00:00:00,0.00437580006028802,1.010126582278481,Aqua,00:00:00
2011-01-28,2011-01-28 00:00:00,0.013029811751620029,1.0304568527918783,Aqua,00:00:00
2011-01-30,2011-01-30 00:00:00,0.12370318959599302,1.3295454545454546,Aqua,00:00:00
2011-02-01,2011-02-01 00:00:00,0.005079525529274971,1.011764705882353,Aqua,00:00:00
2011-02-07,2011-02-07 00:00:00,-0.01902323731343043,0.9571428571428571,Aqua,00:00:00
2011-02-09,2011-02-09 00:00:00,0.04470973496948137,1.108433734939759,Aqua,00:00:00
2011-02-10,2011-02-10 00:00:00,-0.018483405694013178,0.9583333333333333,Aqua,00:00:00
2011-02-12,2011-02-12 00:00:00,0.02722965349091058,1.0647058823529412,Aqua,00:00:00
2011-02-14,2011-02-14 00:00:00,0.03783630392049318,1.091029023746702,Aqua,00:00:00
2011-02-20,2011-02-20 00:00:00,0.08256286644027003,1.2093802345058626,Aqua,00:00:00
2011-03-02,2011-03-02 00:00:00,-0.018385580604759925,0.9585492227979275,Aqua,00:00:00
2011-03-07,2011-03-07 00:00:00,0.019961101852210554,1.047034764826176,Aqua,00:00:00
2011-03-22,2011-03-22 00:00:00,0.04826683420989309,1.1175496688741722,Aqua,00:00:00
2011-03-31,2011-03-31 00:00:00,0.0456371707145244,1.110803324099723,Aqua,00:00:00
2011-04-02,2011-04-02 00:00:00,0.01723214657252141,1.0404761904761906,Aqua,00:00:00
2011-04-03,2011-04-03 00:00:00,-0.018316337224207745,0.9587020648967552,Aqua,00:00:00
2011-04-05,2011-04-05 00:00:00,0.04466216972307239,1.1083123425692696,Aqua,00:00:00
2011-04-11,2011-04-11 00:00:00,0.056247790087628965,1.1382765531062125,Aqua,00:00:00
2011-04-12,2011-04-12 00:00:00,0.04377892457858719,1.106060606060606,Aqua,00:00:00
2011-04-13,2011-04-13 00:00:00,0.052388069459688304,1.1282051282051284,Aqua,00:00:00
2011-04-18,2011-04-18 00:00:00,0.050189105359750075,1.1225071225071226,Aqua,00:00:00
2011-04-19,2011-04-19 00:00:00,0.03515495520676186,1.084313725490196,Aqua,00:00:00
2011-04-21,2011-04-21 00:00:00,0.12032671646634215,1.3192488262910798,Aqua,00:00:00
2011-04-25,2011-04-25 00:00:00,0.07382777940781873,1.1852986217457888,Aqua,00:00:00
2011-04-26,2011-04-26 00:00:00,0.055155264901055163,1.1354166666666665,Aqua,00:00:00
2011-04-27,2011-04-27 00:00:00,0.011620612524142024,1.0271186440677966,Aqua,00:00:00
2011-04-28,2011-04-28 00:00:00,0.04514143019546635,1.1095360824742269,Aqua,00:00:00
2011-04-30,2011-04-30 00:00:00,0.046542833418268446,1.1131221719457014,Aqua,00:00:00
2011-05-01,2011-05-01 00:00:00,0.02502090062161288,1.0593047034764829,Aqua,00:00:00
2011-05-03,2011-05-03 00:00:00,0.010045809856842822,1.0234009360374414,Aqua,00:00:00
2011-05-04,2011-05-04 00:00:00,0.020755221590619436,1.048951048951049,Aqua,00:00:00
2011-05-08,2011-05-08 00:00:00,0.032184683371401235,1.0769230769230769,Aqua,00:00:00
2011-05-09,2011-05-09 00:00:00,0.052449371525130246,1.1283643892339543,Aqua,00:00:00
2011-05-10,2011-05-10 00:00:00,0.03865715014273612,1.093093093093093,Aqua,00:00:00
2011-05-12,2011-05-12 00:00:00,0.0336719946945676,1.0806174957118353,Aqua,00:00:00
2011-05-18,2011-05-18 00:00:00,0.08972062490123979,1.2294776119402984,Aqua,00:00:00
2011-05-19,2011-05-19 00:00:00,0.016344717815748235,1.0383522727272727,Aqua,00:00:00
2011-05-21,2011-05-21 00:00:00,0.08907183585377147,1.2276422764227641,Aqua,00:00:00
2011-05-22,2011-05-22 00:00:00,0.07504686666266258,1.188630490956072,Aqua,00:00:00
2011-05-23,2011-05-23 00:00:00,0.14108537255885686,1.3838383838383839,Aqua,00:00:00
2011-06-07,2011-06-07 00:00:00,0.07331797208655368,1.1839080459770115,Aqua,00:00:00
2011-06-08,2011-06-08 00:00:00,0.09484404827392631,1.2440677966101694,Aqua,00:00:00
2011-06-09,2011-06-09 00:00:00,0.07578830315028545,1.1906614785992218,Aqua,00:00:00
2011-06-12,2011-06-12 00:00:00,-0.08399532760240436,0.8241469816272966,Aqua,00:00:00
2011-06-13,2011-06-13 00:00:00,0.07335170238690103,1.1840000000000002,Aqua,00:00:00
2011-06-14,2011-06-14 00:00:00,0.10001336113736567,1.2589641434262948,Aqua,00:00:00
2011-06-15,2011-06-15 00:00:00,0.10462414978149658,1.2724014336917564,Aqua,00:00:00
2011-06-16,2011-06-16 00:00:00,0.07973133412864597,1.2015209125475286,Aqua,00:00:00
2011-06-17,2011-06-17 00:00:00,0.11924672220884146,1.315972222222222,Aqua,00:00:00
2011-06-19,2011-06-19 00:00:00,0.10330801305402888,1.2685512367491165,Aqua,00:00:00
2011-06-20,2011-06-20 00:00:00,0.11899754297089477,1.3152173913043477,Aqua,00:00:00
2011-06-22,2011-06-22 00:00:00,0.11981309539202617,1.3176895306859207,Aqua,00:00:00
2011-06-23,2011-06-23 00:00:00,0.09798990038228224,1.2531120331950207,Aqua,00:00:00
2011-06-24,2011-06-24 00:00:00,0.14516132524702458,1.3968871595330739,Aqua,00:00:00
2011-06-26,2011-06-26 00:00:00,0.15800603298239377,1.4388185654008436,Aqua,00:00:00
2011-06-30,2011-06-30 00:00:00,0.1695603918967235,1.4776119402985075,Aqua,00:00:00
2011-07-01,2011-07-01 00:00:00,0.15067864162865696,1.4147465437788018,Aqua,00:00:00
2011-07-02,2011-07-02 00:00:00,0.11899754297089483,1.315217391304348,Aqua,00:00:00
2011-07-03,2011-07-03 00:00:00,0.1729735537648547,1.4892703862660943,Aqua,00:00:00
2011-07-04,2011-07-04 00:00:00,0.17251090504393768,1.4876847290640394,Aqua,00:00:00
2011-07-05,2011-07-05 00:00:00,0.18239462779041993,1.5219298245614035,Aqua,00:00:00
2011-07-06,2011-07-06 00:00:00,0.18858507318831574,1.543778801843318,Aqua,00:00:00
2011-07-07,2011-07-07 00:00:00,0.15550472827390374,1.4305555555555556,Aqua,00:00:00
2011-07-08,2011-07-08 00:00:00,0.14829951261167215,1.4070175438596493,Aqua,00:00:00
2011-07-09,2011-07-09 00:00:00,0.20757134769633614,1.6127659574468087,Aqua,00:00:00
2011-07-10,2011-07-10 00:00:00,0.14921911265537993,1.4100000000000001,Aqua,00:00:00
2011-07-14,2011-07-14 00:00:00,0.28330122870354957,1.92,Aqua,00:00:00
2011-07-20,2011-07-20 00:00:00,0.2874874223486381,1.9385964912280702,Aqua,00:00:00
2011-07-21,2011-07-21 00:00:00,0.29986722527218856,1.994652406417112,Aqua,00:00:00
2011-07-22,2011-07-22 00:00:00,0.32104710918586843,2.0943396226415096,Aqua,00:00:00
2011-07-23,2011-07-23 00:00:00,0.24024351473818645,1.7387755102040816,Aqua,00:00:00
2011-07-24,2011-07-24 00:00:00,0.24208250488628597,1.7461538461538462,Aqua,00:00:00
2011-07-26,2011-07-26 00:00:00,0.27435795423507586,1.8808664259927796,Aqua,00:00:00
2011-07-27,2011-07-27 00:00:00,0.21359587453980233,1.6352941176470588,Aqua,00:00:00
2011-07-28,2011-07-28 00:00:00,0.22074787581547028,1.6624472573839664,Aqua,00:00:00
2011-07-29,2011-07-29 00:00:00,0.19176337900652216,1.5551181102362204,Aqua,00:00:00
2011-07-30,2011-07-30 00:00:00,0.21488816607231953,1.6401673640167362,Aqua,00:00:00
2011-07-31,2011-07-31 00:00:00,0.17609125905568124,1.5,Aqua,00:00:00
2011-08-01,2011-08-01 00:00:00,0.19390081747423876,1.5627906976744188,Aqua,00:00:00
2011-08-02,2011-08-02 00:00:00,0.2102455352899869,1.6227272727272726,Aqua,00:00:00
2011-08-03,2011-08-03 00:00:00,0.19718697026147028,1.574660633484163,Aqua,00:00:00
2011-08-04,2011-08-04 00:00:00,0.4890204780193702,3.0833333333333335,Aqua,00:00:00
2011-08-05,2011-08-05 00:00:00,0.18942365966151023,1.5467625899280575,Aqua,00:00:00
2011-08-06,2011-08-06 00:00:00,0.1780563958109122,1.5068027210884352,Aqua,00:00:00
2011-08-07,2011-08-07 00:00:00,0.1499385404541931,1.4123376623376624,Aqua,00:00:00
2011-08-08,2011-08-08 00:00:00,0.1585311829040916,1.4405594405594406,Aqua,00:00:00
2011-08-09,2011-08-09 00:00:00,0.15690794268334177,1.4351851851851851,Aqua,00:00:00
2011-08-10,2011-08-10 00:00:00,0.1848651833631864,1.5306122448979593,Aqua,00:00:00
2011-08-11,2011-08-11 00:00:00,0.24216333644315982,1.7464788732394367,Aqua,00:00:00
2011-08-12,2011-08-12 00:00:00,0.18495471938698627,1.5309278350515463,Aqua,00:00:00
2011-08-13,2011-08-13 00:00:00,0.215115366957388,1.6410256410256412,Aqua,00:00:00
2011-08-15,2011-08-15 00:00:00,0.21398800140831412,1.6367713004484308,Aqua,00:00:00
