date,datetime,log_ratio,ratio,sensor,time
2011-01-06,2011-01-06 00:00:00,0.20082912394457145,1.5879218472468917,Aqua,00:00:00
2011-01-20,2011-01-20 00:00:00,0.09691001300805642,1.25,Aqua,00:00:00
2011-01-22,2011-01-22 00:00:00,0.0999648519709169,1.2588235294117647,Aqua,00:00:00
2011-01-25,2011-01-25 00:00:00,0.05256119861561996,1.128654970760234,Aqua,00:00:00
2011-01-27,2011-01-27 00:00:00,0.13595557761695864,1.367588932806324,Aqua,00:00:00
2011-01-30,2011-01-30 00:00:00,0.14776482586405842,1.4052863436123348,Aqua,00:00:00
2011-02-01,2011-02-01 00:00:00,0.01642485803615143,1.038543897216274,Aqua,00:00:00
2011-02-02,2011-02-02 00:00:00,0.06279082985945544,1.1555555555555554,Aqua,00:00:00
2011-02-09,2011-02-09 00:00:00,0.09001833091890336,1.2303206997084548,Aqua,00:00:00
2011-02-10,2011-02-10 00:00:00,0.11747217192294553,1.3106060606060606,Aqua,00:00:00
2011-02-21,2011-02-21 00:00:00,0.2979751567011207,1.9859813084112148,Aqua,00:00:00
2011-04-12,2011-04-12 00:00:00,0.2388009957430398,1.7330097087378642,Aqua,00:00:00
2011-04-19,2011-04-19 00:00:00,0.32633586092875144,2.12,Aqua,00:00:00
2011-04-22,2011-04-22 00:00:00,0.21036893193292638,1.6231884057971018,Aqua,00:00:00
2011-05-01,2011-05-01 00:00:00,0.17796726405443664,1.5064935064935066,Aqua,00:00:00
2011-05-04,2011-05-04 00:00:00,0.2014418992554778,1.5901639344262295,Aqua,00:00:00
2011-05-10,2011-05-10 00:00:00,0.10990732660681621,1.2879746835443038,Aqua,00:00:00
2011-05-19,2011-05-19 00:00:00,0.13788098476667507,1.3736654804270463,Aqua,00:00:00
2011-05-20,2011-05-20 00:00:00,0.2188081690617937,1.6550387596899225,Aqua,00:00:00
2011-05-24,2011-05-24 00:00:00,0.23225151001612362,1.7070707070707072,Aqua,00:00:00
2011-06-09,2011-06-09 00:00:00,0.12329678954132314,1.3283018867924528,Aqua,00:00:00
2011-06-14,2011-06-14 00:00:00,0.26293994605584176,1.83206106870229,Aqua,00:00:00
2011-06-16,2011-06-16 00:00:00,0.20443826371223955,1.6011730205278594,Aqua,00:00:00
2011-06-17,2011-06-17 00:00:00,0.23281888350460841,1.7093023255813955,Aqua,00:00:00
2011-06-20,2011-06-20 00:00:00,0.1955965345903296,1.568904593639576,Aqua,00:00:00
2011-06-25,2011-06-25 00:00:00,0.20254359442096972,1.5942028985507246,Aqua,00:00:00
2011-07-01,2011-07-01 00:00:00,0.28052533000627333,1.9077669902912622,Aqua,00:00:00
2011-07-02,2011-07-02 00:00:00,0.24673419424625823,1.7649572649572651,Aqua,00:00:00
2011-07-03,2011-07-03 00:00:00,0.3021896611912198,2.0053475935828873,Aqua,00:00:00
2011-07-04,2011-07-04 00:00:00,0.12092012052820922,1.3210526315789475,Aqua,00:00:00
2011-07-05,2011-07-05 00:00:00,0.27492719309977615,1.8833333333333335,Aqua,00:00:00
2011-07-06,2011-07-06 00:00:00,0.30789103064794743,2.031847133757962,Aqua,00:00:00
2011-07-08,2011-07-08 00:00:00,0.26408065142587195,1.8368794326241136,Aqua,00:00:00
2011-07-09,2011-07-09 00:00:00,0.2845296732416676,1.9254385964912282,Aqua,00:00:00
2011-07-10,2011-07-10 00:00:00,0.33548550502948293,2.165137614678899,Aqua,00:00:00
2011-07-15,2011-07-15 00:00:00,0.24618132765663622,1.7627118644067798,Aqua,00:00:00
2011-07-20,2011-07-20 00:00:00,0.052388069459688304,1.1282051282051284,Aqua,00:00:00
2011-07-22,2011-07-22 00:00:00,0.16871766118688716,1.4747474747474747,Aqua,00:00:00
2011-07-23,2011-07-23 00:00:00,0.3292408515721587,2.1342281879194633,Aqua,00:00:00
2011-07-24,2011-07-24 00:00:00,0.2925968281271184,1.9615384615384615,Aqua,00:00:00
2011-07-27,2011-07-27 00:00:00,0.20271373917609534,1.5948275862068966,Aqua,00:00:00
2011-07-28,2011-07-28 00:00:00,0.29188661622411144,1.9583333333333333,Aqua,00:00:00
2011-07-29,2011-07-29 00:00:00,0.1184078694493422,1.3134328358208955,Aqua,00:00:00
2011-07-30,2011-07-30 00:00:00,0.33062186845710284,2.141025641025641,Aqua,00:00:00
2011-07-31,2011-07-31 00:00:00,0.22818892764737536,1.6911764705882353,Aqua,00:00:00
2011-08-01,2011-08-01 00:00:00,0.3260580013659122,2.11864406779661,Aqua,00:00:00
2011-08-02,2011-08-02 00:00:00,0.35538765798657385,2.2666666666666666,Aqua,00:00:00
2011-08-03,2011-08-03 00:00:00,0.27477029480258436,1.88265306122449,Aqua,00:00:00
2011-08-04,2011-08-04 00:00:00,0.3240582296560951,2.1089108910891086,Aqua,00:00:00
2011-08-05,2011-08-05 00:00:00,0.1648830374640463,1.4617834394904459,Aqua,00:00:00
2011-08-06,2011-08-06 00:00:00,0.28921903463099397,1.9463414634146343,Aqua,00:00:00
2011-08-07,2011-08-07 00:00:00,0.193956790143177,1.5629921259842519,Aqua,00:00:00
2011-08-08,2011-08-08 00:00:00,0.37532232161962503,2.373134328358209,Aqua,00:00:00
2011-08-09,2011-08-09 00:00:00,0.295601243952583,1.9751552795031058,Aqua,00:00:00
2011-08-10,2011-08-10 00:00:00,0.2718862663629462,1.8701923076923077,Aqua,00:00:00
2011-08-11,2011-08-11 00:00:00,0.3452336581560347,2.2142857142857144,Aqua,00:00:00
2011-08-12,2011-08-12 00:00:00,0.24361749437852795,1.7523364485981305,Aqua,00:00:00
2011-08-13,2011-08-13 00:00:00,0.3480265583402047,2.228571428571428,Aqua,00:00:00
2011-08-14,2011-08-14 00:00:00,0.20054205779481737,1.5868725868725868,Aqua,00:00:00
2011-08-16,2011-08-16 00:00:00,0.2852357284807493,1.9285714285714286,Aqua,00:00:00
2011-08-17,2011-08-17 00:00:00,0.28620621934695684,1.9328859060402686,Aqua,00:00:00
2011-08-18,2011-08-18 00:00:00,0.33797214334080933,2.177570093457944,Aqua,00:00:00
2011-08-19,2011-08-19 00:00:00,0.3421211921034666,2.198473282442748,Aqua,00:00:00
2011-08-20,2011-08-20 00:00:00,0.3010299956639812,2.0,Aqua,00:00:00
2011-08-21,2011-08-21 00:00:00,0.20083400620869718,1.5879396984924623,Aqua,00:00:00
2011-08-22,2011-08-22 00:00:00,0.18509674534249437,1.5314285714285714,Aqua,00:00:00
2011-08-23,2011-08-23 00:00:00,0.006434110005409903,1.0149253731343284,Aqua,00:00:00
2011-08-24,2011-08-24 00:00:00,0.29957018090493837,1.993288590604027,Aqua,00:00:00
2011-08-25,2011-08-25 00:00:00,0.38635813612222253,2.43421052631579,Aqua,00:00:00
2011-08-26,2011-08-26 00:00:00,0.2379491251150905,1.7296137339055795,Aqua,00:00:00
2011-08-27,2011-08-27 00:00:00,0.319915339824355,2.088888888888889,Aqua,00:00:00
2011-08-28,2011-08-28 00:00:00,0.24016508684056415,1.7384615384615385,Aqua,00:00:00
2011-08-29,2011-08-29 00:00:00,0.2913571129214971,1.9559471365638765,Aqua,00:00:00
2011-09-01,2011-09-01 00:00:00,0.3344537511509309,2.16,Aqua,00:00:00
2011-09-02,2011-09-02 00:00:00,0.29845257277617054,1.988165680473373,Aqua,00:00:00
2011-09-03,2011-09-03 00:00:00,0.2883180301478434,1.9423076923076923,Aqua,00:00:00
2011-09-04,2011-09-04 00:00:00,0.24592160803448138,1.761658031088083,Aqua,00:00:00
2011-09-05,2011-09-05 00:00:00,0.2910457747573803,1.9545454545454546,Aqua,00:00:00
2011-09-06,2011-09-06 00:00:00,0.2775488998144583,1.894736842105263,Aqua,00:00:00
2011-09-08,2011-09-08 00:00:00,0.20505495499099782,1.603448275862069,Aqua,00:00:00
2011-09-10,2011-09-10 00:00:00,0.2865037424673848,1.9342105263157896,Aqua,00:00:00
