date,datetime,log_ratio,ratio,sensor,time
2011-01-18,2011-01-18 00:00:00,0.053274970625910884,1.1305114638447973,Terra,00:00:00
2011-01-20,2011-01-20 00:00:00,0.0888903391079563,1.2271293375394323,Terra,00:00:00
2011-01-22,2011-01-22 00:00:00,0.11866399097942111,1.314207650273224,Terra,00:00:00
2011-01-25,2011-01-25 00:00:00,-0.025970993855879164,0.941952506596306,Terra,00:00:00
2011-01-27,2011-01-27 00:00:00,0.0770298166080237,1.1940700808625337,Terra,00:00:00
2011-02-01,2011-02-01 00:00:00,0.0562428729989503,1.1382636655948553,Terra,00:00:00
2011-02-02,2011-02-02 00:00:00,0.03840451912725392,1.092457420924574,Terra,00:00:00
2011-02-06,2011-02-06 00:00:00,0.05128997916063612,1.1253561253561253,Terra,00:00:00
2011-02-07,2011-02-07 00:00:00,-0.06694678963061311,0.8571428571428573,Terra,00:00:00
2011-02-09,2011-02-09 00:00:00,0.04020265538724941,1.0969899665551839,Terra,00:00:00
2011-02-10,2011-02-10 00:00:00,0.0449671455165232,1.1090909090909091,Terra,00:00:00
2011-02-21,2011-02-21 00:00:00,0.05006503793234235,1.1221864951768488,Terra,00:00:00
2011-02-26,2011-02-26 00:00:00,0.00032422135279866227,1.0007468259895445,Terra,00:00:00
2011-03-09,2011-03-09 00:00:00,-0.024359345859444693,0.9454545454545454,Terra,00:00:00
2011-03-21,2011-03-21 00:00:00,0.00720837265017452,1.0167364016736402,Terra,00:00:00
2011-03-22,2011-03-22 00:00:00,0.02192726778090124,1.0517857142857143,Terra,00:00:00
2011-03-28,2011-03-28 00:00:00,0.026232525250557134,1.062264150943396,Terra,00:00:00
2011-03-31,2011-03-31 00:00:00,0.030034706297842117,1.0716049382716049,Terra,00:00:00
2011-04-01,2011-04-01 00:00:00,0.034510851128163836,1.0827067669172932,Terra,00:00:00
2011-04-02,2011-04-02 00:00:00,0.04301218168463475,1.104109589041096,Terra,00:00:00
2011-04-03,2011-04-03 00:00:00,-0.03683824435725041,0.9186746987951808,Terra,00:00:00
2011-04-05,2011-04-05 00:00:00,0.005462895701502091,1.0126582278481011,Terra,00:00:00
2011-04-12,2011-04-12 00:00:00,0.026474895531621908,1.062857142857143,Terra,00:00:00
2011-04-19,2011-04-19 00:00:00,0.02065565843523073,1.0487106017191976,Terra,00:00:00
2011-04-21,2011-04-21 00:00:00,0.042375870168029975,1.102493074792244,Terra,00:00:00
2011-04-27,2011-04-27 00:00:00,0.0568653718144325,1.1398963730569949,Terra,00:00:00
2011-04-28,2011-04-28 00:00:00,0.03532796234174298,1.0847457627118644,Terra,00:00:00
2011-04-30,2011-04-30 00:00:00,-0.007664219171431931,0.9825072886297375,Terra,00:00:00
2011-05-01,2011-05-01 00:00:00,0.02085013897312016,1.0491803278688525,Terra,00:00:00
2011-05-03,2011-05-03 00:00:00,0.009949031141812122,1.0231729055258467,Terra,00:00:00
2011-05-04,2011-05-04 00:00:00,0.04770115740697003,1.116094986807388,Terra,00:00:00
2011-05-08,2011-05-08 00:00:00,0.03832973788391719,1.0922693266832917,Terra,00:00:00
2011-05-10,2011-05-10 00:00:00,0.03013655983230985,1.0718562874251496,Terra,00:00:00
2011-05-12,2011-05-12 00:00:00,0.024463919537268296,1.0579470198675496,Terra,00:00:00
2011-05-18,2011-05-18 00:00:00,0.09719658146576739,1.250825082508251,Terra,00:00:00
2011-05-19,2011-05-19 00:00:00,0.002782165068254471,1.006426735218509,Terra,00:00:00
2011-05-20,2011-05-20 00:00:00,0.08241021617782329,1.208955223880597,Terra,00:00:00
2011-05-22,2011-05-22 00:00:00,-0.10914446942506797,0.7777777777777779,Terra,00:00:00
2011-05-23,2011-05-23 00:00:00,0.06797959506838107,1.1694444444444445,Terra,00:00:00
2011-05-27,2011-05-27 00:00:00,0.0645265223629141,1.160183066361556,Terra,00:00:00
2011-05-29,2011-05-29 00:00:00,0.06990931161209087,1.1746522411128282,Terra,00:00:00
2011-05-30,2011-05-30 00:00:00,0.04707335420359243,1.1144827586206896,Terra,00:00:00
2011-06-07,2011-06-07 00:00:00,0.09108046934733258,1.2333333333333334,Terra,00:00:00
2011-06-08,2011-06-08 00:00:00,0.05606412613660979,1.1377952755905512,Terra,00:00:00
2011-06-09,2011-06-09 00:00:00,0.0847954726578781,1.2156133828996283,Terra,00:00:00
2011-06-10,2011-06-10 00:00:00,0.06176297919703032,1.1528239202657806,Terra,00:00:00
2011-06-13,2011-06-13 00:00:00,0.0232609530899431,1.0550206327372764,Terra,00:00:00
2011-06-14,2011-06-14 00:00:00,0.1102439497133243,1.2889733840304183,Terra,00:00:00
2011-06-15,2011-06-15 00:00:00,0.06305174574708902,1.15625,Terra,00:00:00
2011-06-16,2011-06-16 00:00:00,0.08365248313346585,1.2124183006535947,Terra,00:00:00
2011-06-17,2011-06-17 00:00:00,0.08199222338145327,1.2077922077922079,Terra,00:00:00
2011-06-19,2011-06-19 00:00:00,0.08284620013403021,1.2101694915254237,Terra,00:00:00
2011-06-20,2011-06-20 00:00:00,0.04099504025154661,1.098993288590604,Terra,00:00:00
2011-06-21,2011-06-21 00:00:00,0.11862161458460745,1.3140794223826715,Terra,00:00:00
2011-06-22,2011-06-22 00:00:00,0.08842190278253749,1.2258064516129032,Terra,00:00:00
2011-06-23,2011-06-23 00:00:00,0.10165644803251807,1.2637362637362637,Terra,00:00:00
2011-06-24,2011-06-24 00:00:00,0.09994704973353855,1.2587719298245614,Terra,00:00:00
2011-06-26,2011-06-26 00:00:00,0.1178945044901841,1.311881188118812,Terra,00:00:00
2011-06-30,2011-06-30 00:00:00,0.17798361273338614,1.5065502183406114,Terra,00:00:00
2011-07-01,2011-07-01 00:00:00,0.10580372616803894,1.2758620689655173,Terra,00:00:00
2011-07-02,2011-07-02 00:00:00,0.13117952237846556,1.3526315789473684,Terra,00:00:00
2011-07-03,2011-07-03 00:00:00,0.07192772492097925,1.1801242236024845,Terra,00:00:00
2011-07-04,2011-07-04 00:00:00,0.16577499057970507,1.4647887323943662,Terra,00:00:00
2011-07-05,2011-07-05 00:00:00,0.13993110083113314,1.3801652892561982,Terra,00:00:00
2011-07-06,2011-07-06 00:00:00,0.13741122782540777,1.3721804511278197,Terra,00:00:00
2011-07-07,2011-07-07 00:00:00,0.17951284273397886,1.511864406779661,Terra,00:00:00
2011-07-08,2011-07-08 00:00:00,0.09257631863981877,1.2375886524822695,Terra,00:00:00
2011-07-09,2011-07-09 00:00:00,0.21467016498923291,1.6393442622950818,Terra,00:00:00
2011-07-10,2011-07-10 00:00:00,0.19086003702122284,1.5518867924528301,Terra,00:00:00
2011-07-13,2011-07-13 00:00:00,0.1417417841642356,1.3859315589353614,Terra,00:00:00
2011-07-14,2011-07-14 00:00:00,0.2199445427615631,1.659375,Terra,00:00:00
2011-07-15,2011-07-15 00:00:00,0.22658225131894205,1.6849315068493151,Terra,00:00:00
2011-07-20,2011-07-20 00:00:00,0.3462373981436352,2.219409282700422,Terra,00:00:00
2011-07-21,2011-07-21 00:00:00,0.31875876262441283,2.0833333333333335,Terra,00:00:00
2011-07-22,2011-07-22 00:00:00,0.27402676128142794,1.8794326241134751,Terra,00:00:00
2011-07-23,2011-07-23 00:00:00,0.27620641193894907,1.8888888888888888,Terra,00:00:00
2011-07-24,2011-07-24 00:00:00,0.16669348471530118,1.4678899082568808,Terra,00:00:00
2011-07-26,2011-07-26 00:00:00,0.1875618881412859,1.5401459854014599,Terra,00:00:00
2011-07-27,2011-07-27 00:00:00,0.2914495818361265,1.9563636363636363,Terra,00:00:00
2011-07-28,2011-07-28 00:00:00,0.18200011866620155,1.5205479452054795,Terra,00:00:00
2011-07-29,2011-07-29 00:00:00,0.1897709563468738,1.548,Terra,00:00:00
2011-07-30,2011-07-30 00:00:00,0.1774944734651193,1.5048543689320388,Terra,00:00:00
2011-07-31,2011-07-31 00:00:00,0.1339326222317119,1.3612334801762114,Terra,00:00:00
2011-08-01,2011-08-01 00:00:00,0.15133727938270983,1.4168937329700273,Terra,00:00:00
